id,vote_yes,bid,wet_percent,conseq_none,yea_say,province,income_group,age_group,education_group,gender,age_gender
32601,0,125,10%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32604,1,15,20%,0,1,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32605,1,250,10%,0,1,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32606,0,250,10%,1,0,Manitoba,"$100,000-$124,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32607,0,15,20%,1,0,Manitoba,"$25,000-$49,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
32608,0,430,20%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32610,0,865,10%,0,0,Saskatchewan,"$100,000-$124,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
32611,1,125,20%,0,1,Manitoba,"$125,000-$149,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32612,0,125,10%,0,0,Manitoba,"$25,000-$49,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
32615,1,125,10%,0,1,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32616,1,250,10%,0,0,Manitoba,"$100,000-$124,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
32619,0,250,20%,0,0,Saskatchewan,"$125,000-$149,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
32621,1,125,20%,1,1,Manitoba,"$25,000-$49,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
32622,1,125,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
32623,0,430,10%,0,0,Saskatchewan,"$50,000-$74,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32626,1,15,10%,0,1,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32627,1,15,10%,0,1,Manitoba,"$100,000-$124,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
32628,1,250,10%,0,0,Manitoba,"$150,000 and over",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32632,0,125,20%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
32633,0,865,10%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
32635,1,865,10%,0,1,Saskatchewan,"$100,000-$124,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
32642,0,865,20%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
32643,1,430,10%,0,0,Saskatchewan,"$125,000-$149,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
32646,1,125,10%,0,0,Saskatchewan,"$125,000-$149,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32651,1,250,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
32652,1,15,10%,1,0,Saskatchewan,"$150,000 and over",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32653,0,865,10%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
32655,1,125,10%,0,0,Saskatchewan,"$0-$25,000",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
32657,1,250,20%,0,1,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32659,1,430,20%,0,1,Manitoba,"$50,000-$74,999",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
32660,0,865,20%,1,0,Manitoba,"$25,000-$49,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
32662,1,125,20%,0,0,Manitoba,"$150,000 and over",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
32663,1,250,10%,0,0,Saskatchewan,"$125,000-$149,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
32665,1,15,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
32666,1,865,10%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32674,1,125,10%,0,1,Saskatchewan,"$25,000-$49,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
32677,1,15,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32678,1,865,10%,0,1,Manitoba,"$150,000 and over",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
32679,0,15,10%,1,0,Manitoba,"$25,000-$49,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32682,1,250,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32684,1,865,20%,0,0,Saskatchewan,"$150,000 and over",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
32685,1,50,20%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
32686,0,250,20%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32689,1,250,20%,0,0,Manitoba,"$100,000-$124,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
32690,1,50,10%,0,0,Manitoba,"$50,000-$74,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
32691,0,250,20%,1,0,Manitoba,"$25,000-$49,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
32692,1,865,10%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32696,1,250,10%,0,1,Saskatchewan,"$0-$25,000",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
32698,0,250,20%,1,0,Manitoba,Missing,35 to 54 years,High school or less,Woman,35 to 54 years_Woman
32700,0,865,10%,1,0,Manitoba,"$25,000-$49,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
32702,1,865,10%,0,1,Manitoba,"$25,000-$49,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
32703,1,865,10%,0,0,Manitoba,"$25,000-$49,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
32705,1,865,20%,0,0,Saskatchewan,"$25,000-$49,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
32706,1,50,10%,0,0,Saskatchewan,"$125,000-$149,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
32707,1,250,10%,0,1,Manitoba,"$25,000-$49,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
32708,0,865,20%,1,0,Saskatchewan,"$25,000-$49,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32710,1,125,20%,0,0,Saskatchewan,"$75,000-$99,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
32711,1,250,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32712,1,50,10%,0,1,Manitoba,"$25,000-$49,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
32713,0,430,20%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
32715,1,15,20%,0,0,Saskatchewan,"$0-$25,000",18 to 34 years,High school or less,Man,18 to 34 years_Man
32716,0,865,10%,0,0,Saskatchewan,"$25,000-$49,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
32717,0,15,10%,0,0,Manitoba,"$100,000-$124,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
32718,1,430,10%,0,1,Manitoba,"$0-$25,000",35 to 54 years,High school or less,Man,35 to 54 years_Man
32720,1,250,10%,0,0,Manitoba,"$100,000-$124,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
32723,0,430,20%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
32724,1,250,10%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
32725,1,250,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
32728,1,125,20%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32732,1,125,10%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
32733,1,250,10%,0,1,Manitoba,"$25,000-$49,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
32735,1,430,20%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32736,1,865,20%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
32738,1,865,20%,1,0,Manitoba,"$75,000-$99,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
32739,1,250,10%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
32747,0,430,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33004,0,125,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33007,1,50,10%,0,1,Manitoba,Missing,35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
33010,1,430,10%,0,0,Saskatchewan,"$0-$25,000",18 to 34 years,High school or less,Man,18 to 34 years_Man
33013,0,865,20%,1,0,Manitoba,"$150,000 and over",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33022,0,865,20%,1,0,Manitoba,"$75,000-$99,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33023,0,50,10%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33027,0,250,10%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33030,1,865,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33035,0,250,10%,0,0,Saskatchewan,"$100,000-$124,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33046,1,50,10%,0,1,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33047,0,865,20%,0,0,Manitoba,"$25,000-$49,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
33049,1,865,10%,0,0,Manitoba,Missing,35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
33050,0,50,10%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33052,1,50,10%,0,1,Manitoba,"$50,000-$74,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
33057,1,250,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33058,0,15,10%,0,0,Saskatchewan,"$25,000-$49,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33065,1,250,20%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33067,0,865,10%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33068,0,250,20%,0,0,Saskatchewan,"$0-$25,000",18 to 34 years,High school or less,Man,18 to 34 years_Man
33070,1,15,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33073,0,430,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33077,1,50,10%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33083,1,250,20%,0,0,Saskatchewan,"$75,000-$99,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33084,1,430,10%,0,0,Manitoba,"$0-$25,000",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33086,1,430,10%,0,1,Saskatchewan,"$75,000-$99,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33095,0,865,20%,1,0,Manitoba,"$75,000-$99,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33104,0,865,10%,1,0,Manitoba,"$0-$25,000",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33105,0,125,10%,0,0,Manitoba,"$0-$25,000",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33108,1,865,20%,0,1,Manitoba,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
33111,1,430,20%,0,1,Manitoba,"$100,000-$124,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33112,1,430,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33115,0,865,10%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33116,1,250,20%,0,1,Manitoba,"$0-$25,000",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33118,0,865,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33119,0,430,10%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33131,0,15,20%,0,0,Manitoba,"$100,000-$124,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33132,0,865,10%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33134,1,250,10%,0,1,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33137,0,250,20%,1,0,Manitoba,"$75,000-$99,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33138,0,865,20%,0,0,Saskatchewan,"$150,000 and over",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33139,1,50,10%,0,0,Alberta,"$0-$25,000",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33140,1,250,20%,0,1,Alberta,"$75,000-$99,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
33141,1,50,20%,0,1,Saskatchewan,"$100,000-$124,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33145,0,865,20%,0,0,Manitoba,"$150,000 and over",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33146,0,125,10%,0,0,Alberta,"$0-$25,000",18 to 34 years,High school or less,Man,18 to 34 years_Man
33148,1,430,20%,0,0,Manitoba,"$150,000 and over",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33152,1,50,10%,0,0,Manitoba,"$0-$25,000",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33154,0,125,10%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33156,0,50,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33157,1,15,10%,1,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33158,1,15,20%,0,0,Saskatchewan,"$0-$25,000",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33160,1,430,20%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33164,0,250,10%,1,0,Manitoba,"$25,000-$49,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33166,1,15,10%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33171,0,125,10%,0,0,Saskatchewan,Missing,18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33172,1,250,20%,0,1,Manitoba,"$50,000-$74,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33173,1,250,20%,0,0,Manitoba,"$100,000-$124,999",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
33174,1,125,10%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33177,1,865,20%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33178,1,15,10%,0,1,Manitoba,"$50,000-$74,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33179,0,430,10%,1,0,Manitoba,"$100,000-$124,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33182,1,15,10%,0,0,Manitoba,"$150,000 and over",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33185,0,125,20%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33186,0,50,20%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33189,1,250,20%,0,0,Manitoba,"$100,000-$124,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33191,0,250,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33192,0,250,20%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33193,1,430,10%,0,0,Alberta,"$150,000 and over",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33194,1,125,10%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33195,1,430,20%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33196,0,430,10%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33197,0,50,10%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33198,0,125,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33203,1,865,10%,0,1,Manitoba,"$125,000-$149,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
33204,1,430,20%,0,0,Saskatchewan,"$50,000-$74,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
33208,0,15,10%,0,0,Manitoba,"$125,000-$149,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33210,0,430,10%,0,0,Alberta,"$0-$25,000",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33213,0,865,10%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33215,1,50,10%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33218,1,250,20%,0,1,Manitoba,"$125,000-$149,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33222,0,250,10%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33224,1,125,20%,0,1,Manitoba,"$150,000 and over",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33226,0,125,20%,0,0,Manitoba,"$150,000 and over",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33229,1,15,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33230,1,50,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33232,0,430,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33233,1,15,20%,0,1,Alberta,"$0-$25,000",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33235,1,250,10%,0,1,Manitoba,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33237,0,125,10%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33238,0,15,20%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33241,0,125,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33245,1,15,10%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33248,1,50,20%,0,0,Manitoba,"$0-$25,000",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33254,1,15,20%,0,1,Saskatchewan,"$125,000-$149,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
33518,1,15,10%,0,1,Manitoba,"$100,000-$124,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
33521,0,50,10%,0,0,Alberta,"$0-$25,000",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33522,1,50,10%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33524,1,430,10%,0,0,Manitoba,"$150,000 and over",18 to 34 years,High school or less,Man,18 to 34 years_Man
33525,0,865,10%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33535,1,430,10%,0,0,Alberta,"$0-$25,000",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
33540,1,865,10%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33541,1,430,20%,0,1,Saskatchewan,"$25,000-$49,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33548,1,430,20%,0,1,Manitoba,"$0-$25,000",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33554,0,15,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33558,1,430,20%,0,1,Saskatchewan,"$25,000-$49,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33559,0,865,20%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
33560,0,15,20%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33561,1,15,20%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33564,0,15,10%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33567,0,430,10%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33569,1,250,10%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33570,0,250,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33572,0,50,10%,0,0,Alberta,"$0-$25,000",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33576,1,15,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33577,0,865,10%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33580,1,125,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33585,0,15,20%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33586,0,15,20%,0,0,Manitoba,"$0-$25,000",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33587,0,50,20%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33589,0,430,10%,0,0,Alberta,"$0-$25,000",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33591,1,50,20%,0,0,Alberta,Missing,18 to 34 years,High school or less,Man,18 to 34 years_Man
33594,0,50,10%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33600,0,50,20%,0,0,Alberta,"$125,000-$149,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33606,1,15,20%,1,0,Saskatchewan,"$25,000-$49,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33607,0,50,20%,0,0,Manitoba,"$75,000-$99,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33608,1,250,20%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33612,0,865,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33613,1,125,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33615,0,50,20%,0,0,Manitoba,Missing,18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33618,1,50,10%,0,0,Manitoba,Missing,18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33619,0,250,10%,0,0,Alberta,"$150,000 and over",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33621,1,865,10%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33625,0,15,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33628,1,125,10%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
33634,0,125,20%,0,0,Manitoba,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
33635,0,250,10%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33639,0,250,20%,0,0,Saskatchewan,"$100,000-$124,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33641,1,250,20%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33643,1,430,20%,1,0,Manitoba,"$0-$25,000",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33645,1,430,20%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
33650,1,15,20%,0,1,Manitoba,"$0-$25,000",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33651,1,250,10%,0,0,Saskatchewan,"$0-$25,000",18 to 34 years,High school or less,Man,18 to 34 years_Man
33653,1,125,20%,1,0,Alberta,"$50,000-$74,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33656,1,15,10%,0,1,Alberta,"$75,000-$99,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33657,1,125,20%,0,1,Alberta,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33658,1,15,20%,0,0,Saskatchewan,"$25,000-$49,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
33661,0,250,20%,1,0,Alberta,"$50,000-$74,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
33662,0,430,20%,0,0,Saskatchewan,"$25,000-$49,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
33663,1,125,10%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
33664,1,50,10%,0,0,Manitoba,"$0-$25,000",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33668,0,250,20%,0,0,Saskatchewan,"$25,000-$49,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
33672,0,125,10%,1,0,Manitoba,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33674,0,250,10%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
33675,1,250,20%,0,0,Alberta,"$25,000-$49,999",18 to 34 years,Some University/College,Man,18 to 34 years_Man
33676,1,430,10%,0,0,Saskatchewan,"$50,000-$74,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
